playerID,teamName,fName,lName,dob,address,phoneNum,email,pword
P0310,Team20,FName310,LName310,1997-06-07,310 Player St,555-010309,player310@example.com,pword310
P0311,Team19,FName311,LName311,1983-01-22,311 Player St,555-010310,player311@example.com,pword311
P0312,Team25,FName312,LName312,1999-04-15,312 Player St,555-010311,player312@example.com,pword312
P0313,Team25,FName313,LName313,1982-11-15,313 Player St,555-010312,player313@example.com,pword313
P0314,Team14,FName314,LName314,1992-11-15,314 Player St,555-010313,player314@example.com,pword314
P0315,Team24,FName315,LName315,1997-05-03,315 Player St,555-010314,player315@example.com,pword315
P0316,Team13,FName316,LName316,1986-08-09,316 Player St,555-010315,player316@example.com,pword316
P0317,Team3,FName317,LName317,1997-01-24,317 Player St,555-010316,player317@example.com,pword317
P0318,Team15,FName318,LName318,1996-01-21,318 Player St,555-010317,player318@example.com,pword318
P0319,Team2,FName319,LName319,1992-12-24,319 Player St,555-010318,player319@example.com,pword319
P0320,Team13,FName320,LName320,1995-07-27,320 Player St,555-010319,player320@example.com,pword320
P0321,Team21,FName321,LName321,1984-02-15,321 Player St,555-010320,player321@example.com,pword321
P0322,Team22,FName322,LName322,1984-11-09,322 Player St,555-010321,player322@example.com,pword322
P0323,Team18,FName323,LName323,1999-08-27,323 Player St,555-010322,player323@example.com,pword323
P0324,Team18,FName324,LName324,1987-03-24,324 Player St,555-010323,player324@example.com,pword324
P0325,Team17,FName325,LName325,1996-05-27,325 Player St,555-010324,player325@example.com,pword325
P0326,Team13,FName326,LName326,1980-01-13,326 Player St,555-010325,player326@example.com,pword326
P0327,Team7,FName327,LName327,1987-04-17,327 Player St,555-010326,player327@example.com,pword327
P0328,Team6,FName328,LName328,1990-05-03,328 Player St,555-010327,player328@example.com,pword328
P0329,Team10,FName329,LName329,1981-12-13,329 Player St,555-010328,player329@example.com,pword329
P0330,Team12,FName330,LName330,1999-06-16,330 Player St,555-010329,player330@example.com,pword330
P0331,Team9,FName331,LName331,1981-04-21,331 Player St,555-010330,player331@example.com,pword331
P0332,Team1,FName332,LName332,1990-12-12,332 Player St,555-010331,player332@example.com,pword332
P0333,Team5,FName333,LName333,1982-05-15,333 Player St,555-010332,player333@example.com,pword333
P0334,Team11,FName334,LName334,1998-07-18,334 Player St,555-010333,player334@example.com,pword334
P0335,Team15,FName335,LName335,1984-06-28,335 Player St,555-010334,player335@example.com,pword335
P0336,Team6,FName336,LName336,1993-12-10,336 Player St,555-010335,player336@example.com,pword336
P0337,Team10,FName337,LName337,1983-10-13,337 Player St,555-010336,player337@example.com,pword337
P0338,Team11,FName338,LName338,1996-12-07,338 Player St,555-010337,player338@example.com,pword338
P0339,Team22,FName339,LName339,1998-04-18,339 Player St,555-010338,player339@example.com,pword339
P0340,Team11,FName340,LName340,1994-03-22,340 Player St,555-010339,player340@example.com,pword340
P0341,Team12,FName341,LName341,1980-09-28,341 Player St,555-010340,player341@example.com,pword341
P0342,Team21,FName342,LName342,1991-07-20,342 Player St,555-010341,player342@example.com,pword342
P0343,Team11,FName343,LName343,1989-11-25,343 Player St,555-010342,player343@example.com,pword343
P0344,Team25,FName344,LName344,1980-06-04,344 Player St,555-010343,player344@example.com,pword344
P0345,Team23,FName345,LName345,1981-11-04,345 Player St,555-010344,player345@example.com,pword345
P0346,Team9,FName346,LName346,1981-06-13,346 Player St,555-010345,player346@example.com,pword346
P0347,Team6,FName347,LName347,1981-09-07,347 Player St,555-010346,player347@example.com,pword347
P0348,Team25,FName348,LName348,1992-11-20,348 Player St,555-010347,player348@example.com,pword348
P0349,Team4,FName349,LName349,1989-09-06,349 Player St,555-010348,player349@example.com,pword349
P0350,Team1,FName350,LName350,1986-08-24,350 Player St,555-010349,player350@example.com,pword350
